Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
120000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
120000,544,false,Rx,0,8,96,0,0,0,0,0,0,0
130000,018,false,Rx,0,8,70,160,1,0,0,0,0,231
130000,02C,false,Rx,0,8,208,68,75,0,0,0,0,95
130000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
130000,251,false,Rx,0,8,208,126,130,0,0,0,0,208
130000,260,false,Rx,0,8,208,68,169,0,0,0,0,189
140000,018,false,Rx,0,8,70,166,0,0,0,0,0,236
140000,02C,false,Rx,0,8,224,68,1,0,0,0,0,37
140000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
140000,0A6,false,Rx,0,8,7,240,7,240,7,240,7,240
140000,251,false,Rx,0,8,224,125,104,0,0,0,0,197
140000,260,false,Rx,0,8,224,68,105,0,0,0,0,141
140000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
140000,544,false,Rx,0,8,112,0,0,0,0,0,0,0
150000,018,false,Rx,0,8,70,172,1,0,0,0,0,243
150000,02C,false,Rx,0,8,240,68,141,0,0,0,0,193
150000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
150000,251,false,Rx,0,8,240,123,169,0,0,0,0,20
150000,260,false,Rx,0,8,240,68,97,0,0,0,0,149
160000,018,false,Rx,0,8,70,178,3,0,0,0,0,251
160000,02C,false,Rx,0,8,0,69,74,0,0,0,0,143
160000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
160000,0A6,false,Rx,0,8,7,255,7,255,7,255,7,255
160000,251,false,Rx,0,8,0,121,40,0,0,0,0,161
160000,260,false,Rx,0,8,0,68,209,0,0,0,0,21
160000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
160000,544,false,Rx,0,8,128,0,0,0,0,0,0,0
170000,018,false,Rx,0,8,70,184,1,0,0,0,0,255
170000,02C,false,Rx,0,8,16,69,66,0,0,0,0,151
170000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
170000,251,false,Rx,0,8,16,119,230,0,0,0,0,109
170000,260,false,Rx,0,8,16,68,135,0,0,0,0,219
180000,018,false,Rx,0,8,70,190,3,0,0,0,0,7
180000,02C,false,Rx,0,8,32,69,128,0,0,0,0,229
180000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
180000,0A6,false,Rx,0,8,8,15,8,15,8,15,8,15
180000,251,false,Rx,0,8,32,117,189,0,0,0,0,82
180000,260,false,Rx,0,8,32,68,144,0,0,0,0,244
180000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
180000,544,false,Rx,0,8,144,0,0,0,0,0,0,0
190000,018,false,Rx,0,8,70,196,2,0,0,0,0,12
190000,02C,false,Rx,0,8,48,70,89,0,0,0,0,207
190000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
190000,251,false,Rx,0,8,48,115,47,0,0,0,0,210
190000,260,false,Rx,0,8,48,68,152,0,0,0,0,12
200000,018,false,Rx,0,8,70,202,0,0,0,0,0,16
200000,02C,false,Rx,0,8,64,70,56,0,0,0,0,190
200000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
200000,0A6,false,Rx,0,8,8,31,8,31,8,31,8,31
200000,251,false,Rx,0,8,64,113,97,0,0,0,0,18
200000,260,false,Rx,0,8,64,68,121,0,0,0,0,253
200000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
200000,544,false,Rx,0,8,160,0,0,0,0,0,0,0
200000,4F1,false,Rx,0,8,32,0,0,0,0,0,0,32
210000,018,false,Rx,0,8,70,207,1,0,0,0,0,22
210000,02C,false,Rx,0,8,80,71,13,0,0,0,0,164
210000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
210000,251,false,Rx,0,8,80,112,26,0,0,0,0,218
210000,260,false,Rx,0,8,80,69,49,0,0,0,0,198
220000,018,false,Rx,0,8,70,213,3,0,0,0,0,30
220000,02C,false,Rx,0,8,96,72,67,0,0,0,0,235
220000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
220000,0A6,false,Rx,0,8,8,46,8,46,8,46,8,46
220000,251,false,Rx,0,8,96,110,137,0,0,0,0,87
220000,260,false,Rx,0,8,96,69,25,0,0,0,0,190
220000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
220000,544,false,Rx,0,8,176,0,0,0,0,0,0,0
230000,018,false,Rx,0,8,70,218,2,0,0,0,0,34
230000,02C,false,Rx,0,8,112,72,7,0,0,0,0,191
230000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
230000,251,false,Rx,0,8,112,108,193,0,0,0,0,157
230000,260,false,Rx,0,8,112,70,201,0,0,0,0,127
240000,018,false,Rx,0,8,70,224,2,0,0,0,0,40
240000,02C,false,Rx,0,8,128,73,183,0,0,0,0,128
240000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
240000,0A6,false,Rx,0,8,8,62,8,62,8,62,8,62
240000,251,false,Rx,0,8,128,106,20,0,0,0,0,254
240000,260,false,Rx,0,8,128,70,251,0,0,0,0,193
240000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
240000,544,false,Rx,0,8,192,0,0,0,0,0,0,0
250000,018,false,Rx,0,8,70,230,1,0,0,0,0,45
250000,02C,false,Rx,0,8,144,74,121,0,0,0,0,83
250000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
250000,251,false,Rx,0,8,144,104,37,0,0,0,0,29
250000,260,false,Rx,0,8,144,71,78,0,0,0,0,37
260000,018,false,Rx,0,8,70,235,1,0,0,0,0,50
260000,02C,false,Rx,0,8,160,75,165,0,0,0,0,144
260000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
260000,0A6,false,Rx,0,8,8,77,8,77,8,77,8,77
260000,251,false,Rx,0,8,160,103,96,0,0,0,0,103
260000,260,false,Rx,0,8,160,71,27,0,0,0,0,2
260000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
260000,544,false,Rx,0,8,208,0,0,0,0,0,0,0
270000,018,false,Rx,0,8,70,240,2,0,0,0,0,56
270000,02C,false,Rx,0,8,176,76,8,0,0,0,0,4
270000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
270000,251,false,Rx,0,8,176,101,111,0,0,0,0,132
270000,260,false,Rx,0,8,176,72,184,0,0,0,0,176
280000,018,false,Rx,0,8,70,246,0,0,0,0,0,60
280000,02C,false,Rx,0,8,192,77,89,0,0,0,0,102
280000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
280000,0A6,false,Rx,0,8,8,92,8,92,8,92,8,92
280000,251,false,Rx,0,8,192,99,245,0,0,0,0,24
280000,260,false,Rx,0,8,192,73,1,0,0,0,0,10
280000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
280000,544,false,Rx,0,8,224,0,0,0,0,0,0,0
290000,018,false,Rx,0,8,70,251,0,0,0,0,0,65
290000,02C,false,Rx,0,8,208,78,135,0,0,0,0,165
290000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
290000,251,false,Rx,0,8,208,98,106,0,0,0,0,156
290000,260,false,Rx,0,8,208,73,218,0,0,0,0,243
300000,018,false,Rx,0,8,71,0,3,0,0,0,0,74
300000,02C,false,Rx,0,8,224,79,26,0,0,0,0,73
300000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
300000,0A6,false,Rx,0,8,8,107,8,107,8,107,8,107
300000,251,false,Rx,0,8,224,96,170,0,0,0,0,234
300000,260,false,Rx,0,8,224,74,44,0,0,0,0,86
300000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
300000,544,false,Rx,0,8,240,0,0,0,0,0,0,0
300000,4F1,false,Rx,0,8,48,0,0,0,0,0,0,48
310000,018,false,Rx,0,8,71,5,0,0,0,0,0,76
310000,02C,false,Rx,0,8,240,80,64,0,0,0,0,128
310000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
310000,251,false,Rx,0,8,240,94,155,0,0,0,0,233
310000,260,false,Rx,0,8,240,75,150,0,0,0,0,209
320000,018,false,Rx,0,8,71,10,2,0,0,0,0,83
320000,02C,false,Rx,0,8,0,81,215,0,0,0,0,40
320000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
320000,0A6,false,Rx,0,8,8,122,8,122,8,122,8,122
320000,251,false,Rx,0,8,0,93,7,0,0,0,0,100
320000,260,false,Rx,0,8,0,76,245,0,0,0,0,65
320000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
320000,544,false,Rx,0,8,0,0,0,0,0,0,0,0
330000,018,false,Rx,0,8,71,15,2,0,0,0,0,88
330000,02C,false,Rx,0,8,16,83,58,0,0,0,0,157
330000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
330000,251,false,Rx,0,8,16,91,108,0,0,0,0,215
330000,260,false,Rx,0,8,16,77,102,0,0,0,0,195
340000,018,false,Rx,0,8,71,20,2,0,0,0,0,93
340000,02C,false,Rx,0,8,32,84,32,0,0,0,0,148
340000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
340000,0A6,false,Rx,0,8,8,137,8,137,8,137,8,137
340000,251,false,Rx,0,8,32,90,97,0,0,0,0,219
340000,260,false,Rx,0,8,32,78,49,0,0,0,0,159
340000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
340000,544,false,Rx,0,8,16,0,0,0,0,0,0,0
350000,018,false,Rx,0,8,71,24,0,0,0,0,0,95
350000,02C,false,Rx,0,8,48,85,243,0,0,0,0,120
350000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
350000,251,false,Rx,0,8,48,88,60,0,0,0,0,196
350000,260,false,Rx,0,8,48,79,13,0,0,0,0,140
360000,018,false,Rx,0,8,71,29,3,0,0,0,0,103
360000,02C,false,Rx,0,8,64,87,229,0,0,0,0,124
360000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
360000,0A6,false,Rx,0,8,8,151,8,151,8,151,8,151
360000,251,false,Rx,0,8,64,87,245,0,0,0,0,140
360000,260,false,Rx,0,8,64,80,105,0,0,0,0,249
360000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
360000,544,false,Rx,0,8,32,0,0,0,0,0,0,0
370000,018,false,Rx,0,8,71,33,0,0,0,0,0,104
370000,02C,false,Rx,0,8,80,88,185,0,0,0,0,97
370000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
370000,251,false,Rx,0,8,80,86,124,0,0,0,0,34
370000,260,false,Rx,0,8,80,82,87,0,0,0,0,249
380000,018,false,Rx,0,8,71,38,3,0,0,0,0,112
380000,02C,false,Rx,0,8,96,89,55,0,0,0,0,240
380000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
380000,0A6,false,Rx,0,8,8,166,8,166,8,166,8,166
380000,251,false,Rx,0,8,96,84,104,0,0,0,0,28
380000,260,false,Rx,0,8,96,83,149,0,0,0,0,72
380000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
380000,544,false,Rx,0,8,48,0,0,0,0,0,0,0
390000,018,false,Rx,0,8,71,42,0,0,0,0,0,113
390000,02C,false,Rx,0,8,112,91,231,0,0,0,0,178
390000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
390000,251,false,Rx,0,8,112,83,203,0,0,0,0,142
390000,260,false,Rx,0,8,112,84,41,0,0,0,0,237
400000,018,false,Rx,0,8,71,46,2,0,0,0,0,119
400000,02C,false,Rx,0,8,128,92,113,0,0,0,0,77
400000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
400000,0A6,false,Rx,0,8,8,180,8,180,8,180,8,180
400000,251,false,Rx,0,8,128,82,122,0,0,0,0,76
400000,260,false,Rx,0,8,128,86,242,0,0,0,0,200
400000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
400000,544,false,Rx,0,8,64,0,0,0,0,0,0,0
400000,4F1,false,Rx,0,8,64,0,0,0,0,0,0,64
410000,018,false,Rx,0,8,71,51,2,0,0,0,0,124
410000,02C,false,Rx,0,8,144,94,22,0,0,0,0,4
410000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
410000,251,false,Rx,0,8,144,81,164,0,0,0,0,133
410000,260,false,Rx,0,8,144,87,59,0,0,0,0,34
420000,018,false,Rx,0,8,71,55,1,0,0,0,0,127
420000,02C,false,Rx,0,8,160,95,154,0,0,0,0,153
420000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
420000,0A6,false,Rx,0,8,8,194,8,194,8,194,8,194
420000,251,false,Rx,0,8,160,79,144,0,0,0,0,127
420000,260,false,Rx,0,8,160,88,157,0,0,0,0,149
420000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
420000,544,false,Rx,0,8,80,0,0,0,0,0,0,0
430000,018,false,Rx,0,8,71,59,0,0,0,0,0,130
430000,02C,false,Rx,0,8,176,97,234,0,0,0,0,251
430000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
430000,251,false,Rx,0,8,176,78,194,0,0,0,0,192
430000,260,false,Rx,0,8,176,90,203,0,0,0,0,213
440000,018,false,Rx,0,8,71,62,0,0,0,0,0,133
440000,02C,false,Rx,0,8,192,99,15,0,0,0,0,50
440000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
440000,0A6,false,Rx,0,8,8,208,8,208,8,208,8,208
440000,251,false,Rx,0,8,192,77,238,0,0,0,0,251
440000,260,false,Rx,0,8,192,91,241,0,0,0,0,12
440000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
440000,544,false,Rx,0,8,96,0,0,0,0,0,0,0
450000,018,false,Rx,0,8,71,66,1,0,0,0,0,138
450000,02C,false,Rx,0,8,208,100,31,0,0,0,0,83
450000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
450000,251,false,Rx,0,8,208,76,183,0,0,0,0,211
450000,260,false,Rx,0,8,208,93,250,0,0,0,0,39
460000,018,false,Rx,0,8,71,70,2,0,0,0,0,143
460000,02C,false,Rx,0,8,224,102,245,0,0,0,0,59
460000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
460000,0A6,false,Rx,0,8,8,221,8,221,8,221,8,221
460000,251,false,Rx,0,8,224,75,157,0,0,0,0,200
460000,260,false,Rx,0,8,224,94,135,0,0,0,0,197
460000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
460000,544,false,Rx,0,8,112,0,0,0,0,0,0,0
470000,018,false,Rx,0,8,71,73,0,0,0,0,0,144
470000,02C,false,Rx,0,8,240,104,205,0,0,0,0,37
470000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
470000,251,false,Rx,0,8,240,74,133,0,0,0,0,191
470000,260,false,Rx,0,8,240,96,46,0,0,0,0,126
480000,018,false,Rx,0,8,71,77,1,0,0,0,0,149
480000,02C,false,Rx,0,8,0,106,218,0,0,0,0,68
480000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
480000,0A6,false,Rx,0,8,8,235,8,235,8,235,8,235
480000,251,false,Rx,0,8,0,74,184,0,0,0,0,2
480000,260,false,Rx,0,8,0,97,198,0,0,0,0,39
480000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
480000,544,false,Rx,0,8,128,0,0,0,0,0,0,0
490000,018,false,Rx,0,8,71,80,0,0,0,0,0,151
490000,02C,false,Rx,0,8,16,107,55,0,0,0,0,178
490000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
490000,251,false,Rx,0,8,16,73,254,0,0,0,0,87
490000,260,false,Rx,0,8,16,99,94,0,0,0,0,209
500000,018,false,Rx,0,8,71,83,3,0,0,0,0,157
500000,02C,false,Rx,0,8,32,109,251,0,0,0,0,136
500000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
500000,0A6,false,Rx,0,8,8,248,8,248,8,248,8,248
500000,251,false,Rx,0,8,32,72,238,0,0,0,0,86
500000,260,false,Rx,0,8,32,101,189,0,0,0,0,66
500000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
500000,544,false,Rx,0,8,144,0,0,0,0,0,0,0
500000,4F1,false,Rx,0,8,80,0,0,0,0,0,0,80
510000,018,false,Rx,0,8,71,86,2,0,0,0,0,159
510000,02C,false,Rx,0,8,48,111,227,0,0,0,0,130
510000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
510000,251,false,Rx,0,8,48,71,50,0,0,0,0,169
510000,260,false,Rx,0,8,48,103,195,0,0,0,0,90
520000,018,false,Rx,0,8,71,89,3,0,0,0,0,163
520000,02C,false,Rx,0,8,64,113,37,0,0,0,0,214
520000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
520000,0A6,false,Rx,0,8,9,5,9,5,9,5,9,5
520000,251,false,Rx,0,8,64,71,240,0,0,0,0,119
520000,260,false,Rx,0,8,64,104,189,0,0,0,0,101
520000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
520000,544,false,Rx,0,8,160,0,0,0,0,0,0,0
530000,018,false,Rx,0,8,71,92,2,0,0,0,0,165
530000,02C,false,Rx,0,8,80,115,41,0,0,0,0,236
530000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
530000,251,false,Rx,0,8,80,70,163,0,0,0,0,57
530000,260,false,Rx,0,8,80,106,95,0,0,0,0,25
540000,018,false,Rx,0,8,71,95,1,0,0,0,0,167
540000,02C,false,Rx,0,8,96,116,164,0,0,0,0,120
540000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
540000,0A6,false,Rx,0,8,9,17,9,17,9,17,9,17
540000,251,false,Rx,0,8,96,70,104,0,0,0,0,14
540000,260,false,Rx,0,8,96,108,228,0,0,0,0,176
540000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
540000,544,false,Rx,0,8,176,0,0,0,0,0,0,0
550000,018,false,Rx,0,8,71,98,2,0,0,0,0,171
550000,02C,false,Rx,0,8,112,118,75,0,0,0,0,49
550000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
550000,251,false,Rx,0,8,112,69,189,0,0,0,0,114
550000,260,false,Rx,0,8,112,110,22,0,0,0,0,244
560000,018,false,Rx,0,8,71,100,2,0,0,0,0,173
560000,02C,false,Rx,0,8,128,120,33,0,0,0,0,25
560000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
560000,0A6,false,Rx,0,8,9,30,9,30,9,30,9,30
560000,251,false,Rx,0,8,128,69,160,0,0,0,0,101
560000,260,false,Rx,0,8,128,111,134,0,0,0,0,117
560000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
560000,544,false,Rx,0,8,192,0,0,0,0,0,0,0
570000,018,false,Rx,0,8,71,102,1,0,0,0,0,174
570000,02C,false,Rx,0,8,144,122,64,0,0,0,0,74
570000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
570000,251,false,Rx,0,8,144,68,211,0,0,0,0,167
570000,260,false,Rx,0,8,144,113,225,0,0,0,0,226
580000,018,false,Rx,0,8,71,105,2,0,0,0,0,178
580000,02C,false,Rx,0,8,160,124,140,0,0,0,0,168
580000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
580000,0A6,false,Rx,0,8,9,42,9,42,9,42,9,42
580000,251,false,Rx,0,8,160,68,23,0,0,0,0,251
580000,260,false,Rx,0,8,160,115,238,0,0,0,0,1
580000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
580000,544,false,Rx,0,8,208,0,0,0,0,0,0,0
590000,018,false,Rx,0,8,71,107,0,0,0,0,0,178
590000,02C,false,Rx,0,8,176,126,166,0,0,0,0,212
590000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
590000,251,false,Rx,0,8,176,68,113,0,0,0,0,101
590000,260,false,Rx,0,8,176,117,134,0,0,0,0,171
600000,018,false,Rx,0,8,71,109,1,0,0,0,0,181
600000,02C,false,Rx,0,8,192,128,195,0,0,0,0,3
600000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
600000,0A6,false,Rx,0,8,9,54,9,54,9,54,9,54
600000,251,false,Rx,0,8,192,68,74,0,0,0,0,78
600000,260,false,Rx,0,8,192,119,115,0,0,0,0,170
600000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
600000,544,false,Rx,0,8,224,0,0,0,0,0,0,0
600000,4F1,false,Rx,0,8,96,0,0,0,0,0,0,96
610000,018,false,Rx,0,8,71,111,1,0,0,0,0,183
610000,02C,false,Rx,0,8,208,129,150,0,0,0,0,231
610000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
610000,251,false,Rx,0,8,208,68,8,0,0,0,0,28
610000,260,false,Rx,0,8,208,121,137,0,0,0,0,210
620000,018,false,Rx,0,8,71,112,1,0,0,0,0,184
620000,02C,false,Rx,0,8,224,131,232,0,0,0,0,75
620000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
620000,0A6,false,Rx,0,8,9,65,9,65,9,65,9,65
620000,251,false,Rx,0,8,224,68,133,0,0,0,0,169
620000,260,false,Rx,0,8,224,122,31,0,0,0,0,121
620000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
620000,544,false,Rx,0,8,240,0,0,0,0,0,0,0
630000,018,false,Rx,0,8,71,114,3,0,0,0,0,188
630000,02C,false,Rx,0,8,240,133,220,0,0,0,0,81
630000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
630000,251,false,Rx,0,8,240,68,213,0,0,0,0,9
630000,260,false,Rx,0,8,240,124,77,0,0,0,0,185
640000,018,false,Rx,0,8,71,116,3,0,0,0,0,190
640000,02C,false,Rx,0,8,0,135,50,0,0,0,0,185
640000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
640000,0A6,false,Rx,0,8,9,76,9,76,9,76,9,76
640000,251,false,Rx,0,8,0,68,151,0,0,0,0,219
640000,260,false,Rx,0,8,0,126,49,0,0,0,0,175
640000,316,false,Rx,0,8,0,1,0,0,0,0,0,1
640000,544,false,Rx,0,8,0,0,0,0,0,0,0,0
650000,018,false,Rx,0,8,71,117,2,0,0,0,0,190
650000,02C,false,Rx,0,8,16,137,58,0,0,0,0,211
650000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
650000,251,false,Rx,0,8,16,68,78,0,0,0,0,162
650000,260,false,Rx,0,8,16,128,43,0,0,0,0,187
660000,018,false,Rx,0,8,71,118,1,0,0,0,0,190
660000,02C,false,Rx,0,8,32,139,110,0,0,0,0,25
660000,050,false,Rx,0,8,0,1,0,0,0,0,0,1
660000,0A6,false,Rx,0,8,9,88,9,88,9,88,9,88
660000,251,false,Rx,0,8,32,68,100,0,0,0,0,200
660000,260,false,Rx,0,8,32,130,176,0,0,0,0,82
